[1,3];-3.315056;0.003458;-0.009831;-0.005870;-0.005368;-0.005138;-0.004899;;
[1,6];5.105207;-0.005796;-0.019326;-0.015065;-0.014269;-0.013754;-0.013238;;
[1,12];2.867972;0.007231;-0.006226;-0.002374;-0.001979;-0.001853;-0.001714;;
[1,17];0.511182;0.018575;0.004643;0.007816;0.007584;0.007129;0.006729;;
[1,22];-3.102903;0.025441;0.011518;0.014556;0.014199;0.013628;0.013120;;
