[1,3];452.332433;452.449230;453.246480;453.824343;454.362653;454.876485;455.366264;;
[1,6];367.736283;368.789262;370.536102;372.033539;373.462101;374.837641;376.161423;;
[1,12];485.436303;485.194107;485.630970;485.859412;486.058971;486.244416;486.415857;;
[1,17];456.487096;455.099338;454.449190;453.658475;452.901637;452.188819;451.515924;;
[1,22];648.340877;646.273743;644.936159;643.471564;642.053323;640.690642;639.378603;;
