[1,3];0.589476;-0.001168;-0.007973;-0.005779;-0.005383;-0.005138;-0.004898;;
[1,6];4.301431;-0.010530;-0.017468;-0.014974;-0.014286;-0.013755;-0.013238;;
[1,12];-1.136592;0.002422;-0.004369;-0.002284;-0.001996;-0.001854;-0.001714;;
[1,17];1.532499;0.013878;0.006501;0.007907;0.007568;0.007128;0.006729;;
[1,22];-4.219031;0.020671;0.013376;0.014646;0.014182;0.013627;0.013120;;
