,BEGIN_POST,END_POST,crash_num,crash,month,day,hour,min,zone_id
115,5.0,11.0,1,yes,3,5,18,33,8614.0
115,5.0,11.0,1,yes,3,5,18,33,9703.0
115,5.0,11.0,1,yes,3,5,18,33,9715.0
115,5.0,11.0,1,yes,3,5,18,33,9723.0
115,5.0,11.0,1,yes,3,5,18,33,14722.0
115,5.0,11.0,1,yes,3,5,18,33,14723.0
115,5.0,11.0,1,yes,3,5,18,33,16921.0
116,5.0,11.0,1,yes,3,12,7,7,6103.0
116,5.0,11.0,1,yes,3,12,7,7,6124.0
116,5.0,11.0,1,yes,3,12,7,7,6334.0
116,5.0,11.0,1,yes,3,12,7,7,6336.0
116,5.0,11.0,1,yes,3,12,7,7,6338.0
116,5.0,11.0,1,yes,3,12,7,7,6347.0
116,5.0,11.0,1,yes,3,12,7,7,6351.0
116,5.0,11.0,1,yes,3,12,7,7,6462.0
116,5.0,11.0,1,yes,3,12,7,7,6570.0
116,5.0,11.0,1,yes,3,12,7,7,6576.0
116,5.0,11.0,1,yes,3,12,7,7,6578.0
116,5.0,11.0,1,yes,3,12,7,7,6860.0
116,5.0,11.0,1,yes,3,12,7,7,7037.0
116,5.0,11.0,1,yes,3,12,7,7,7073.0
116,5.0,11.0,1,yes,3,12,7,7,8612.0
116,5.0,11.0,1,yes,3,12,7,7,8613.0
116,5.0,11.0,1,yes,3,12,7,7,9702.0
116,5.0,11.0,1,yes,3,12,7,7,9714.0
116,5.0,11.0,1,yes,3,12,7,7,9722.0
116,5.0,11.0,1,yes,3,12,7,7,9733.0
116,5.0,11.0,1,yes,3,12,7,7,9774.0
116,5.0,11.0,1,yes,3,12,7,7,14083.0
116,5.0,11.0,1,yes,3,12,7,7,14529.0
116,5.0,11.0,1,yes,3,12,7,7,14718.0
116,5.0,11.0,1,yes,3,12,7,7,14719.0
116,5.0,11.0,1,yes,3,12,7,7,14720.0
116,5.0,11.0,1,yes,3,12,7,7,14721.0
116,5.0,11.0,1,yes,3,12,7,7,14728.0
116,5.0,11.0,1,yes,3,12,7,7,16922.0
116,5.0,11.0,1,yes,3,12,7,7,6121.0
116,5.0,11.0,1,yes,3,12,7,7,6125.0
116,5.0,11.0,1,yes,3,12,7,7,6335.0
116,5.0,11.0,1,yes,3,12,7,7,6337.0
116,5.0,11.0,1,yes,3,12,7,7,6339.0
116,5.0,11.0,1,yes,3,12,7,7,6348.0
116,5.0,11.0,1,yes,3,12,7,7,6352.0
116,5.0,11.0,1,yes,3,12,7,7,6463.0
116,5.0,11.0,1,yes,3,12,7,7,6508.0
116,5.0,11.0,1,yes,3,12,7,7,6559.0
116,5.0,11.0,1,yes,3,12,7,7,6571.0
116,5.0,11.0,1,yes,3,12,7,7,6577.0
116,5.0,11.0,1,yes,3,12,7,7,6861.0
116,5.0,11.0,1,yes,3,12,7,7,7081.0
116,5.0,11.0,1,yes,3,12,7,7,8614.0
116,5.0,11.0,1,yes,3,12,7,7,9703.0
116,5.0,11.0,1,yes,3,12,7,7,9715.0
116,5.0,11.0,1,yes,3,12,7,7,9723.0
116,5.0,11.0,1,yes,3,12,7,7,14722.0
116,5.0,11.0,1,yes,3,12,7,7,14723.0
116,5.0,11.0,1,yes,3,12,7,7,16921.0
117,5.0,11.0,1,yes,2,12,16,25,6103.0
117,5.0,11.0,1,yes,2,12,16,25,6124.0
117,5.0,11.0,1,yes,2,12,16,25,6334.0
117,5.0,11.0,1,yes,2,12,16,25,6336.0
117,5.0,11.0,1,yes,2,12,16,25,6338.0
117,5.0,11.0,1,yes,2,12,16,25,6347.0
117,5.0,11.0,1,yes,2,12,16,25,6351.0
117,5.0,11.0,1,yes,2,12,16,25,6462.0
117,5.0,11.0,1,yes,2,12,16,25,6570.0
117,5.0,11.0,1,yes,2,12,16,25,6576.0
117,5.0,11.0,1,yes,2,12,16,25,6578.0
117,5.0,11.0,1,yes,2,12,16,25,6860.0
117,5.0,11.0,1,yes,2,12,16,25,7037.0
117,5.0,11.0,1,yes,2,12,16,25,7073.0
117,5.0,11.0,1,yes,2,12,16,25,8612.0
117,5.0,11.0,1,yes,2,12,16,25,8613.0
117,5.0,11.0,1,yes,2,12,16,25,9702.0
117,5.0,11.0,1,yes,2,12,16,25,9714.0
117,5.0,11.0,1,yes,2,12,16,25,9722.0
117,5.0,11.0,1,yes,2,12,16,25,9733.0
117,5.0,11.0,1,yes,2,12,16,25,9774.0
117,5.0,11.0,1,yes,2,12,16,25,14083.0
117,5.0,11.0,1,yes,2,12,16,25,14529.0
117,5.0,11.0,1,yes,2,12,16,25,14718.0
117,5.0,11.0,1,yes,2,12,16,25,14719.0
117,5.0,11.0,1,yes,2,12,16,25,14720.0
117,5.0,11.0,1,yes,2,12,16,25,14721.0
117,5.0,11.0,1,yes,2,12,16,25,14728.0
117,5.0,11.0,1,yes,2,12,16,25,16922.0
117,5.0,11.0,1,yes,2,12,16,25,6121.0
117,5.0,11.0,1,yes,2,12,16,25,6125.0
117,5.0,11.0,1,yes,2,12,16,25,6335.0
117,5.0,11.0,1,yes,2,12,16,25,6337.0
117,5.0,11.0,1,yes,2,12,16,25,6339.0
117,5.0,11.0,1,yes,2,12,16,25,6348.0
117,5.0,11.0,1,yes,2,12,16,25,6352.0
117,5.0,11.0,1,yes,2,12,16,25,6463.0
117,5.0,11.0,1,yes,2,12,16,25,6508.0
117,5.0,11.0,1,yes,2,12,16,25,6559.0
117,5.0,11.0,1,yes,2,12,16,25,6571.0
117,5.0,11.0,1,yes,2,12,16,25,6577.0
117,5.0,11.0,1,yes,2,12,16,25,6861.0
117,5.0,11.0,1,yes,2,12,16,25,7081.0
117,5.0,11.0,1,yes,2,12,16,25,8614.0
117,5.0,11.0,1,yes,2,12,16,25,9703.0
117,5.0,11.0,1,yes,2,12,16,25,9715.0
117,5.0,11.0,1,yes,2,12,16,25,9723.0
117,5.0,11.0,1,yes,2,12,16,25,14722.0
117,5.0,11.0,1,yes,2,12,16,25,14723.0
117,5.0,11.0,1,yes,2,12,16,25,16921.0
118,5.0,11.0,1,yes,2,18,17,19,6103.0
118,5.0,11.0,1,yes,2,18,17,19,6124.0
118,5.0,11.0,1,yes,2,18,17,19,6334.0
118,5.0,11.0,1,yes,2,18,17,19,6336.0
118,5.0,11.0,1,yes,2,18,17,19,6338.0
118,5.0,11.0,1,yes,2,18,17,19,6347.0
118,5.0,11.0,1,yes,2,18,17,19,6351.0
118,5.0,11.0,1,yes,2,18,17,19,6462.0
118,5.0,11.0,1,yes,2,18,17,19,6570.0
118,5.0,11.0,1,yes,2,18,17,19,6576.0
118,5.0,11.0,1,yes,2,18,17,19,6578.0
118,5.0,11.0,1,yes,2,18,17,19,6860.0
118,5.0,11.0,1,yes,2,18,17,19,7037.0
118,5.0,11.0,1,yes,2,18,17,19,7073.0
118,5.0,11.0,1,yes,2,18,17,19,8612.0
118,5.0,11.0,1,yes,2,18,17,19,8613.0
118,5.0,11.0,1,yes,2,18,17,19,9702.0
118,5.0,11.0,1,yes,2,18,17,19,9714.0
118,5.0,11.0,1,yes,2,18,17,19,9722.0
118,5.0,11.0,1,yes,2,18,17,19,9733.0
118,5.0,11.0,1,yes,2,18,17,19,9774.0
118,5.0,11.0,1,yes,2,18,17,19,14083.0
118,5.0,11.0,1,yes,2,18,17,19,14529.0
118,5.0,11.0,1,yes,2,18,17,19,14718.0
118,5.0,11.0,1,yes,2,18,17,19,14719.0
118,5.0,11.0,1,yes,2,18,17,19,14720.0
118,5.0,11.0,1,yes,2,18,17,19,14721.0
118,5.0,11.0,1,yes,2,18,17,19,14728.0
118,5.0,11.0,1,yes,2,18,17,19,16922.0
118,5.0,11.0,1,yes,2,18,17,19,6121.0
118,5.0,11.0,1,yes,2,18,17,19,6125.0
118,5.0,11.0,1,yes,2,18,17,19,6335.0
118,5.0,11.0,1,yes,2,18,17,19,6337.0
118,5.0,11.0,1,yes,2,18,17,19,6339.0
118,5.0,11.0,1,yes,2,18,17,19,6348.0
118,5.0,11.0,1,yes,2,18,17,19,6352.0
118,5.0,11.0,1,yes,2,18,17,19,6463.0
118,5.0,11.0,1,yes,2,18,17,19,6508.0
118,5.0,11.0,1,yes,2,18,17,19,6559.0
118,5.0,11.0,1,yes,2,18,17,19,6571.0
118,5.0,11.0,1,yes,2,18,17,19,6577.0
118,5.0,11.0,1,yes,2,18,17,19,6861.0
118,5.0,11.0,1,yes,2,18,17,19,7081.0
118,5.0,11.0,1,yes,2,18,17,19,8614.0
118,5.0,11.0,1,yes,2,18,17,19,9703.0
118,5.0,11.0,1,yes,2,18,17,19,9715.0
118,5.0,11.0,1,yes,2,18,17,19,9723.0
118,5.0,11.0,1,yes,2,18,17,19,14722.0
118,5.0,11.0,1,yes,2,18,17,19,14723.0
118,5.0,11.0,1,yes,2,18,17,19,16921.0
119,5.0,11.0,1,yes,2,14,9,35,6103.0
119,5.0,11.0,1,yes,2,14,9,35,6124.0
119,5.0,11.0,1,yes,2,14,9,35,6334.0
119,5.0,11.0,1,yes,2,14,9,35,6336.0
119,5.0,11.0,1,yes,2,14,9,35,6338.0
119,5.0,11.0,1,yes,2,14,9,35,6347.0
119,5.0,11.0,1,yes,2,14,9,35,6351.0
119,5.0,11.0,1,yes,2,14,9,35,6462.0
119,5.0,11.0,1,yes,2,14,9,35,6570.0
119,5.0,11.0,1,yes,2,14,9,35,6576.0
119,5.0,11.0,1,yes,2,14,9,35,6578.0
119,5.0,11.0,1,yes,2,14,9,35,6860.0
119,5.0,11.0,1,yes,2,14,9,35,7037.0
119,5.0,11.0,1,yes,2,14,9,35,7073.0
119,5.0,11.0,1,yes,2,14,9,35,8612.0
119,5.0,11.0,1,yes,2,14,9,35,8613.0
119,5.0,11.0,1,yes,2,14,9,35,9702.0
119,5.0,11.0,1,yes,2,14,9,35,9714.0
119,5.0,11.0,1,yes,2,14,9,35,9722.0
119,5.0,11.0,1,yes,2,14,9,35,9733.0
119,5.0,11.0,1,yes,2,14,9,35,9774.0
119,5.0,11.0,1,yes,2,14,9,35,14083.0
119,5.0,11.0,1,yes,2,14,9,35,14529.0
119,5.0,11.0,1,yes,2,14,9,35,14718.0
119,5.0,11.0,1,yes,2,14,9,35,14719.0
119,5.0,11.0,1,yes,2,14,9,35,14720.0
119,5.0,11.0,1,yes,2,14,9,35,14721.0
119,5.0,11.0,1,yes,2,14,9,35,14728.0
119,5.0,11.0,1,yes,2,14,9,35,16922.0
119,5.0,11.0,1,yes,2,14,9,35,6121.0
119,5.0,11.0,1,yes,2,14,9,35,6125.0
119,5.0,11.0,1,yes,2,14,9,35,6335.0
119,5.0,11.0,1,yes,2,14,9,35,6337.0
119,5.0,11.0,1,yes,2,14,9,35,6339.0
119,5.0,11.0,1,yes,2,14,9,35,6348.0
119,5.0,11.0,1,yes,2,14,9,35,6352.0
119,5.0,11.0,1,yes,2,14,9,35,6463.0
119,5.0,11.0,1,yes,2,14,9,35,6508.0
119,5.0,11.0,1,yes,2,14,9,35,6559.0
119,5.0,11.0,1,yes,2,14,9,35,6571.0
119,5.0,11.0,1,yes,2,14,9,35,6577.0
119,5.0,11.0,1,yes,2,14,9,35,6861.0
119,5.0,11.0,1,yes,2,14,9,35,7081.0
119,5.0,11.0,1,yes,2,14,9,35,8614.0
119,5.0,11.0,1,yes,2,14,9,35,9703.0
119,5.0,11.0,1,yes,2,14,9,35,9715.0
119,5.0,11.0,1,yes,2,14,9,35,9723.0
119,5.0,11.0,1,yes,2,14,9,35,14722.0
119,5.0,11.0,1,yes,2,14,9,35,14723.0
119,5.0,11.0,1,yes,2,14,9,35,16921.0
120,5.0,11.0,1,yes,3,6,19,50,6103.0
120,5.0,11.0,1,yes,3,6,19,50,6124.0
120,5.0,11.0,1,yes,3,6,19,50,6334.0
120,5.0,11.0,1,yes,3,6,19,50,6336.0
120,5.0,11.0,1,yes,3,6,19,50,6338.0
120,5.0,11.0,1,yes,3,6,19,50,6347.0
120,5.0,11.0,1,yes,3,6,19,50,6351.0
120,5.0,11.0,1,yes,3,6,19,50,6462.0
120,5.0,11.0,1,yes,3,6,19,50,6570.0
120,5.0,11.0,1,yes,3,6,19,50,6576.0
120,5.0,11.0,1,yes,3,6,19,50,6578.0
120,5.0,11.0,1,yes,3,6,19,50,6860.0
120,5.0,11.0,1,yes,3,6,19,50,7037.0
120,5.0,11.0,1,yes,3,6,19,50,7073.0
120,5.0,11.0,1,yes,3,6,19,50,8612.0
120,5.0,11.0,1,yes,3,6,19,50,8613.0
120,5.0,11.0,1,yes,3,6,19,50,9702.0
120,5.0,11.0,1,yes,3,6,19,50,9714.0
120,5.0,11.0,1,yes,3,6,19,50,9722.0
120,5.0,11.0,1,yes,3,6,19,50,9733.0
120,5.0,11.0,1,yes,3,6,19,50,9774.0
120,5.0,11.0,1,yes,3,6,19,50,14083.0
120,5.0,11.0,1,yes,3,6,19,50,14529.0
120,5.0,11.0,1,yes,3,6,19,50,14718.0
120,5.0,11.0,1,yes,3,6,19,50,14719.0
120,5.0,11.0,1,yes,3,6,19,50,14720.0
120,5.0,11.0,1,yes,3,6,19,50,14721.0
120,5.0,11.0,1,yes,3,6,19,50,14728.0
120,5.0,11.0,1,yes,3,6,19,50,16922.0
120,5.0,11.0,1,yes,3,6,19,50,6121.0
120,5.0,11.0,1,yes,3,6,19,50,6125.0
120,5.0,11.0,1,yes,3,6,19,50,6335.0
120,5.0,11.0,1,yes,3,6,19,50,6337.0
120,5.0,11.0,1,yes,3,6,19,50,6339.0
120,5.0,11.0,1,yes,3,6,19,50,6348.0
120,5.0,11.0,1,yes,3,6,19,50,6352.0
120,5.0,11.0,1,yes,3,6,19,50,6463.0
120,5.0,11.0,1,yes,3,6,19,50,6508.0
120,5.0,11.0,1,yes,3,6,19,50,6559.0
120,5.0,11.0,1,yes,3,6,19,50,6571.0
120,5.0,11.0,1,yes,3,6,19,50,6577.0
120,5.0,11.0,1,yes,3,6,19,50,6861.0
120,5.0,11.0,1,yes,3,6,19,50,7081.0
120,5.0,11.0,1,yes,3,6,19,50,8614.0
120,5.0,11.0,1,yes,3,6,19,50,9703.0
120,5.0,11.0,1,yes,3,6,19,50,9715.0
120,5.0,11.0,1,yes,3,6,19,50,9723.0
120,5.0,11.0,1,yes,3,6,19,50,14722.0
120,5.0,11.0,1,yes,3,6,19,50,14723.0
120,5.0,11.0,1,yes,3,6,19,50,16921.0
121,5.0,11.0,1,yes,3,7,18,10,6103.0
121,5.0,11.0,1,yes,3,7,18,10,6124.0
121,5.0,11.0,1,yes,3,7,18,10,6334.0
121,5.0,11.0,1,yes,3,7,18,10,6336.0
121,5.0,11.0,1,yes,3,7,18,10,6338.0
121,5.0,11.0,1,yes,3,7,18,10,6347.0
121,5.0,11.0,1,yes,3,7,18,10,6351.0
121,5.0,11.0,1,yes,3,7,18,10,6462.0
121,5.0,11.0,1,yes,3,7,18,10,6570.0
121,5.0,11.0,1,yes,3,7,18,10,6576.0
121,5.0,11.0,1,yes,3,7,18,10,6578.0
121,5.0,11.0,1,yes,3,7,18,10,6860.0
121,5.0,11.0,1,yes,3,7,18,10,7037.0
121,5.0,11.0,1,yes,3,7,18,10,7073.0
121,5.0,11.0,1,yes,3,7,18,10,8612.0
121,5.0,11.0,1,yes,3,7,18,10,8613.0
121,5.0,11.0,1,yes,3,7,18,10,9702.0
121,5.0,11.0,1,yes,3,7,18,10,9714.0
121,5.0,11.0,1,yes,3,7,18,10,9722.0
121,5.0,11.0,1,yes,3,7,18,10,9733.0
121,5.0,11.0,1,yes,3,7,18,10,9774.0
121,5.0,11.0,1,yes,3,7,18,10,14083.0
121,5.0,11.0,1,yes,3,7,18,10,14529.0
121,5.0,11.0,1,yes,3,7,18,10,14718.0
121,5.0,11.0,1,yes,3,7,18,10,14719.0
121,5.0,11.0,1,yes,3,7,18,10,14720.0
121,5.0,11.0,1,yes,3,7,18,10,14721.0
121,5.0,11.0,1,yes,3,7,18,10,14728.0
121,5.0,11.0,1,yes,3,7,18,10,16922.0
121,5.0,11.0,1,yes,3,7,18,10,6121.0
121,5.0,11.0,1,yes,3,7,18,10,6125.0
121,5.0,11.0,1,yes,3,7,18,10,6335.0
121,5.0,11.0,1,yes,3,7,18,10,6337.0
121,5.0,11.0,1,yes,3,7,18,10,6339.0
121,5.0,11.0,1,yes,3,7,18,10,6348.0
121,5.0,11.0,1,yes,3,7,18,10,6352.0
121,5.0,11.0,1,yes,3,7,18,10,6463.0
121,5.0,11.0,1,yes,3,7,18,10,6508.0
121,5.0,11.0,1,yes,3,7,18,10,6559.0
121,5.0,11.0,1,yes,3,7,18,10,6571.0
121,5.0,11.0,1,yes,3,7,18,10,6577.0
121,5.0,11.0,1,yes,3,7,18,10,6861.0
121,5.0,11.0,1,yes,3,7,18,10,7081.0
121,5.0,11.0,1,yes,3,7,18,10,8614.0
121,5.0,11.0,1,yes,3,7,18,10,9703.0
121,5.0,11.0,1,yes,3,7,18,10,9715.0
121,5.0,11.0,1,yes,3,7,18,10,9723.0
121,5.0,11.0,1,yes,3,7,18,10,14722.0
121,5.0,11.0,1,yes,3,7,18,10,14723.0
121,5.0,11.0,1,yes,3,7,18,10,16921.0
122,5.0,11.0,1,yes,2,2,15,58,6103.0
122,5.0,11.0,1,yes,2,2,15,58,6124.0
122,5.0,11.0,1,yes,2,2,15,58,6334.0
122,5.0,11.0,1,yes,2,2,15,58,6336.0
122,5.0,11.0,1,yes,2,2,15,58,6338.0
122,5.0,11.0,1,yes,2,2,15,58,6347.0
122,5.0,11.0,1,yes,2,2,15,58,6351.0
122,5.0,11.0,1,yes,2,2,15,58,6462.0
122,5.0,11.0,1,yes,2,2,15,58,6570.0
122,5.0,11.0,1,yes,2,2,15,58,6576.0
122,5.0,11.0,1,yes,2,2,15,58,6578.0
122,5.0,11.0,1,yes,2,2,15,58,6860.0
122,5.0,11.0,1,yes,2,2,15,58,7037.0
122,5.0,11.0,1,yes,2,2,15,58,7073.0
122,5.0,11.0,1,yes,2,2,15,58,8612.0
122,5.0,11.0,1,yes,2,2,15,58,8613.0
122,5.0,11.0,1,yes,2,2,15,58,9702.0
122,5.0,11.0,1,yes,2,2,15,58,9714.0
122,5.0,11.0,1,yes,2,2,15,58,9722.0
122,5.0,11.0,1,yes,2,2,15,58,9733.0
122,5.0,11.0,1,yes,2,2,15,58,9774.0
122,5.0,11.0,1,yes,2,2,15,58,14083.0
122,5.0,11.0,1,yes,2,2,15,58,14529.0
122,5.0,11.0,1,yes,2,2,15,58,14718.0
122,5.0,11.0,1,yes,2,2,15,58,14719.0
122,5.0,11.0,1,yes,2,2,15,58,14720.0
122,5.0,11.0,1,yes,2,2,15,58,14721.0
122,5.0,11.0,1,yes,2,2,15,58,14728.0
122,5.0,11.0,1,yes,2,2,15,58,16922.0
122,5.0,11.0,1,yes,2,2,15,58,6121.0
122,5.0,11.0,1,yes,2,2,15,58,6125.0
122,5.0,11.0,1,yes,2,2,15,58,6335.0
122,5.0,11.0,1,yes,2,2,15,58,6337.0
122,5.0,11.0,1,yes,2,2,15,58,6339.0
122,5.0,11.0,1,yes,2,2,15,58,6348.0
122,5.0,11.0,1,yes,2,2,15,58,6352.0
122,5.0,11.0,1,yes,2,2,15,58,6463.0
122,5.0,11.0,1,yes,2,2,15,58,6508.0
122,5.0,11.0,1,yes,2,2,15,58,6559.0
122,5.0,11.0,1,yes,2,2,15,58,6571.0
122,5.0,11.0,1,yes,2,2,15,58,6577.0
122,5.0,11.0,1,yes,2,2,15,58,6861.0
122,5.0,11.0,1,yes,2,2,15,58,7081.0
122,5.0,11.0,1,yes,2,2,15,58,8614.0
122,5.0,11.0,1,yes,2,2,15,58,9703.0
122,5.0,11.0,1,yes,2,2,15,58,9715.0
122,5.0,11.0,1,yes,2,2,15,58,9723.0
122,5.0,11.0,1,yes,2,2,15,58,14722.0
122,5.0,11.0,1,yes,2,2,15,58,14723.0
122,5.0,11.0,1,yes,2,2,15,58,16921.0
123,5.0,11.0,1,yes,2,17,10,0,6103.0
123,5.0,11.0,1,yes,2,17,10,0,6124.0
123,5.0,11.0,1,yes,2,17,10,0,6334.0
123,5.0,11.0,1,yes,2,17,10,0,6336.0
123,5.0,11.0,1,yes,2,17,10,0,6338.0
123,5.0,11.0,1,yes,2,17,10,0,6347.0
123,5.0,11.0,1,yes,2,17,10,0,6351.0
123,5.0,11.0,1,yes,2,17,10,0,6462.0
123,5.0,11.0,1,yes,2,17,10,0,6570.0
123,5.0,11.0,1,yes,2,17,10,0,6576.0
123,5.0,11.0,1,yes,2,17,10,0,6578.0
123,5.0,11.0,1,yes,2,17,10,0,6860.0
123,5.0,11.0,1,yes,2,17,10,0,7037.0
123,5.0,11.0,1,yes,2,17,10,0,7073.0
123,5.0,11.0,1,yes,2,17,10,0,8612.0
123,5.0,11.0,1,yes,2,17,10,0,8613.0
123,5.0,11.0,1,yes,2,17,10,0,9702.0
123,5.0,11.0,1,yes,2,17,10,0,9714.0
123,5.0,11.0,1,yes,2,17,10,0,9722.0
123,5.0,11.0,1,yes,2,17,10,0,9733.0
123,5.0,11.0,1,yes,2,17,10,0,9774.0
123,5.0,11.0,1,yes,2,17,10,0,14083.0
123,5.0,11.0,1,yes,2,17,10,0,14529.0
123,5.0,11.0,1,yes,2,17,10,0,14718.0
123,5.0,11.0,1,yes,2,17,10,0,14719.0
123,5.0,11.0,1,yes,2,17,10,0,14720.0
123,5.0,11.0,1,yes,2,17,10,0,14721.0
123,5.0,11.0,1,yes,2,17,10,0,14728.0
123,5.0,11.0,1,yes,2,17,10,0,16922.0
123,5.0,11.0,1,yes,2,17,10,0,6121.0
123,5.0,11.0,1,yes,2,17,10,0,6125.0
123,5.0,11.0,1,yes,2,17,10,0,6335.0
123,5.0,11.0,1,yes,2,17,10,0,6337.0
123,5.0,11.0,1,yes,2,17,10,0,6339.0
123,5.0,11.0,1,yes,2,17,10,0,6348.0
123,5.0,11.0,1,yes,2,17,10,0,6352.0
123,5.0,11.0,1,yes,2,17,10,0,6463.0
123,5.0,11.0,1,yes,2,17,10,0,6508.0
123,5.0,11.0,1,yes,2,17,10,0,6559.0
123,5.0,11.0,1,yes,2,17,10,0,6571.0
123,5.0,11.0,1,yes,2,17,10,0,6577.0
123,5.0,11.0,1,yes,2,17,10,0,6861.0
123,5.0,11.0,1,yes,2,17,10,0,7081.0
123,5.0,11.0,1,yes,2,17,10,0,8614.0
123,5.0,11.0,1,yes,2,17,10,0,9703.0
123,5.0,11.0,1,yes,2,17,10,0,9715.0
123,5.0,11.0,1,yes,2,17,10,0,9723.0
123,5.0,11.0,1,yes,2,17,10,0,14722.0
123,5.0,11.0,1,yes,2,17,10,0,14723.0
123,5.0,11.0,1,yes,2,17,10,0,16921.0
124,5.0,11.0,1,yes,2,19,13,5,6103.0
124,5.0,11.0,1,yes,2,19,13,5,6124.0
124,5.0,11.0,1,yes,2,19,13,5,6334.0
124,5.0,11.0,1,yes,2,19,13,5,6336.0
124,5.0,11.0,1,yes,2,19,13,5,6338.0
124,5.0,11.0,1,yes,2,19,13,5,6347.0
124,5.0,11.0,1,yes,2,19,13,5,6351.0
124,5.0,11.0,1,yes,2,19,13,5,6462.0
124,5.0,11.0,1,yes,2,19,13,5,6570.0
124,5.0,11.0,1,yes,2,19,13,5,6576.0
124,5.0,11.0,1,yes,2,19,13,5,6578.0
124,5.0,11.0,1,yes,2,19,13,5,6860.0
124,5.0,11.0,1,yes,2,19,13,5,7037.0
124,5.0,11.0,1,yes,2,19,13,5,7073.0
124,5.0,11.0,1,yes,2,19,13,5,8612.0
124,5.0,11.0,1,yes,2,19,13,5,8613.0
124,5.0,11.0,1,yes,2,19,13,5,9702.0
124,5.0,11.0,1,yes,2,19,13,5,9714.0
124,5.0,11.0,1,yes,2,19,13,5,9722.0
124,5.0,11.0,1,yes,2,19,13,5,9733.0
124,5.0,11.0,1,yes,2,19,13,5,9774.0
124,5.0,11.0,1,yes,2,19,13,5,14083.0
124,5.0,11.0,1,yes,2,19,13,5,14529.0
124,5.0,11.0,1,yes,2,19,13,5,14718.0
124,5.0,11.0,1,yes,2,19,13,5,14719.0
124,5.0,11.0,1,yes,2,19,13,5,14720.0
124,5.0,11.0,1,yes,2,19,13,5,14721.0
124,5.0,11.0,1,yes,2,19,13,5,14728.0
124,5.0,11.0,1,yes,2,19,13,5,16922.0
124,5.0,11.0,1,yes,2,19,13,5,6121.0
124,5.0,11.0,1,yes,2,19,13,5,6125.0
124,5.0,11.0,1,yes,2,19,13,5,6335.0
124,5.0,11.0,1,yes,2,19,13,5,6337.0
124,5.0,11.0,1,yes,2,19,13,5,6339.0
124,5.0,11.0,1,yes,2,19,13,5,6348.0
124,5.0,11.0,1,yes,2,19,13,5,6352.0
124,5.0,11.0,1,yes,2,19,13,5,6463.0
124,5.0,11.0,1,yes,2,19,13,5,6508.0
124,5.0,11.0,1,yes,2,19,13,5,6559.0
124,5.0,11.0,1,yes,2,19,13,5,6571.0
124,5.0,11.0,1,yes,2,19,13,5,6577.0
124,5.0,11.0,1,yes,2,19,13,5,6861.0
124,5.0,11.0,1,yes,2,19,13,5,7081.0
124,5.0,11.0,1,yes,2,19,13,5,8614.0
124,5.0,11.0,1,yes,2,19,13,5,9703.0
124,5.0,11.0,1,yes,2,19,13,5,9715.0
124,5.0,11.0,1,yes,2,19,13,5,9723.0
124,5.0,11.0,1,yes,2,19,13,5,14722.0
124,5.0,11.0,1,yes,2,19,13,5,14723.0
124,5.0,11.0,1,yes,2,19,13,5,16921.0
125,5.0,11.0,1,yes,2,4,7,25,6103.0
125,5.0,11.0,1,yes,2,4,7,25,6124.0
125,5.0,11.0,1,yes,2,4,7,25,6334.0
125,5.0,11.0,1,yes,2,4,7,25,6336.0
125,5.0,11.0,1,yes,2,4,7,25,6338.0
125,5.0,11.0,1,yes,2,4,7,25,6347.0
125,5.0,11.0,1,yes,2,4,7,25,6351.0
125,5.0,11.0,1,yes,2,4,7,25,6462.0
125,5.0,11.0,1,yes,2,4,7,25,6570.0
125,5.0,11.0,1,yes,2,4,7,25,6576.0
125,5.0,11.0,1,yes,2,4,7,25,6578.0
125,5.0,11.0,1,yes,2,4,7,25,6860.0
125,5.0,11.0,1,yes,2,4,7,25,7037.0
125,5.0,11.0,1,yes,2,4,7,25,7073.0
125,5.0,11.0,1,yes,2,4,7,25,8612.0
125,5.0,11.0,1,yes,2,4,7,25,8613.0
125,5.0,11.0,1,yes,2,4,7,25,9702.0
125,5.0,11.0,1,yes,2,4,7,25,9714.0
125,5.0,11.0,1,yes,2,4,7,25,9722.0
125,5.0,11.0,1,yes,2,4,7,25,9733.0
125,5.0,11.0,1,yes,2,4,7,25,9774.0
125,5.0,11.0,1,yes,2,4,7,25,14083.0
125,5.0,11.0,1,yes,2,4,7,25,14529.0
125,5.0,11.0,1,yes,2,4,7,25,14718.0
125,5.0,11.0,1,yes,2,4,7,25,14719.0
125,5.0,11.0,1,yes,2,4,7,25,14720.0
125,5.0,11.0,1,yes,2,4,7,25,14721.0
125,5.0,11.0,1,yes,2,4,7,25,14728.0
125,5.0,11.0,1,yes,2,4,7,25,16922.0
125,5.0,11.0,1,yes,2,4,7,25,6121.0
125,5.0,11.0,1,yes,2,4,7,25,6125.0
125,5.0,11.0,1,yes,2,4,7,25,6335.0
125,5.0,11.0,1,yes,2,4,7,25,6337.0
125,5.0,11.0,1,yes,2,4,7,25,6339.0
125,5.0,11.0,1,yes,2,4,7,25,6348.0
125,5.0,11.0,1,yes,2,4,7,25,6352.0
125,5.0,11.0,1,yes,2,4,7,25,6463.0
125,5.0,11.0,1,yes,2,4,7,25,6508.0
125,5.0,11.0,1,yes,2,4,7,25,6559.0
125,5.0,11.0,1,yes,2,4,7,25,6571.0
125,5.0,11.0,1,yes,2,4,7,25,6577.0
