zone_id,display_name,state,rtmc,timezone,road,direction,location_description,lane_type,organization,detector_type,latitude,longitude,bearing,default_speed,interval,length,FID,ROADWAY,COLOR_CODE,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Len
"16921",I-4 EB @ MM 073.1-WB-West,District 5,,America/New_York,I-4,West,MVDS: I-4 at ORA MM073.1 ES,Unknown,FDOT,Radar,28.439827,-81.474308,,"60","30",0.1,,,,,,,,5.000000000000000,11.000000000000000,,
"6328",RSE-04_I-4_Turnpike-EB,District 5,Orlando,America/New_York,I-4,East,RSE-04_I-4_Turnpike,Unknown,FDOT,OBE,28.478745,-81.448873,,,"20",1,,,,,,,,12.000000000000000,13.000000000000000,,
"6329",RSE-04_I-4_Turnpike-WB,District 5,Orlando,America/New_York,I-4,West,RSE-04_I-4_Turnpike,Unknown,FDOT,OBE,28.478745,-81.448873,,,"20",1,,,,,,,,12.000000000000000,13.000000000000000,,
"5435",091259-8NB-LNK,FTE,,America/New_York,Bellevue Avenue,North,091-260_8-NSB-VDSx,Unknown,FDOT,Radar,28.475961,-81.447549,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"5434",091259-8SB-LNK,FTE,,America/New_York,Bellevue Avenue,South,091-260_8-NSB-VDSx,Unknown,FDOT,Radar,28.475961,-81.447549,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"3481",091-258-3NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-258_3-SB-VDS,Unknown,FDOT,Radar,28.461519,-81.433125,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"3483",091-258-7NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-258_7-SB-VDS,Unknown,FDOT,Radar,28.46603,-81.438562,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"3489",091-257-7NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-257_7-NB-VDS,Unknown,FDOT,Radar,28.456064,-81.42608,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"5437",091-259-2NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-259_2-SB-VDS,Unknown,FDOT,Radar,28.471221,-81.444035,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"14044",091-259-6NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-259_6-SB-VDS,Unknown,FDOT,Radar,28.475896,-81.447615,,"70","70",,,,,,,,,12.000000000000000,13.000000000000000,,
"3482",091-258-7NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-258_7-SB-VDS,Unknown,FDOT,Radar,28.46603,-81.438562,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"5436",091-259-2NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-259_2-SB-VDS,Unknown,FDOT,Radar,28.471221,-81.444035,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"5439",091-258-3NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-258_3-SB-VDS,Unknown,FDOT,Radar,28.461519,-81.433125,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"5856",091-257-7NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-257_7-NB-VDS,Unknown,FDOT,Radar,28.456064,-81.42608,,"70","60",,,,,,,,,12.000000000000000,13.000000000000000,,
"14043",091-259-6NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-259_6-SB-VDS,Unknown,FDOT,Radar,28.475896,-81.447615,,"70","70",,,,,,,,,12.000000000000000,13.000000000000000,,
"3486",091-257-3NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-257_3-SB-VDS,Unknown,FDOT,Radar,28.451063,-81.422002,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"3489",091-257-7NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-257_7-NB-VDS,Unknown,FDOT,Radar,28.456064,-81.42608,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"3805",091-256-4NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-256_4-NB-VDS,Unknown,FDOT,Radar,28.441023,-81.414292,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"5484",091-256-2NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-256_2-SB-VDS,Unknown,FDOT,Radar,28.437597,-81.412765,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"5526",091256.7NBTT-link1,FTE,,America/New_York,Floridas Turnpike,North,091-256_7-NB-TT,Unknown,FDOT,AVI,28.44613,-81.41785,,"70","60",29,,,,,,,,13.000000000000000,14.000000000000000,,
"5857",091-256-7NB-LNK,FTE,,America/New_York,Floridas Turnpike,North,091-256_7-NB-VDS,Unknown,FDOT,Radar,28.444604,-81.416578,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"3485",091-257-3NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-257_3-SB-VDS,Unknown,FDOT,Radar,28.451063,-81.422002,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"3806",091-256-4NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-256_4-NB-VDS,Unknown,FDOT,Radar,28.441023,-81.414292,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"5440",091-256-7NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-256_7-NB-VDS,Unknown,FDOT,Radar,28.444604,-81.416578,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"5483",091-256-2NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-256_2-SB-VDS,Unknown,FDOT,Radar,28.437597,-81.412765,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"5529",091257.1SBTT-link1,FTE,,America/New_York,Floridas Turnpike,South,091-257_1-SB-TT,Unknown,FDOT,AVI,28.44784,-81.41959,,"70","60",1.9,,,,,,,,13.000000000000000,14.000000000000000,,
"5856",091-257-7NSB-LNK,FTE,,America/New_York,Floridas Turnpike,South,091-257_7-NB-VDS,Unknown,FDOT,Radar,28.456064,-81.42608,,"70","60",,,,,,,,,13.000000000000000,14.000000000000000,,
"5908",SR423 JYP @ SR528 - NB,District 5,Orlando,America/New_York,SR-423,North,SR423 JYP @ SR528 North,Unknown,FDOT,AVI,28.42217,-81.42208,,"45","30",6.13,,,,,,,,10.000000000000000,14.000000000000000,,
"3544",528-003_7-EB-LNK,FTE,,America/New_York,SR-528,East,528-003_6-EB-VDS,Unknown,FDOT,Radar,28.426995,-81.41726,,"55","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"4927",528-004_3-WB-LNK,FTE,,America/New_York,SR-528,East,528-004_3-WB-VDS,Unknown,FDOT,Radar,28.433358,-81.409734,,"55","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"5105",528-003_9-EB-LNK,FTE,,America/New_York,SR-528,East,528-003_8-EB-VDS,Unknown,FDOT,Radar,28.429466,-81.415018,,"55","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"5536",528004-3EBTT-LNK,FTE,,America/New_York,SR-528,East,528-004_3-EB-TT,Unknown,FDOT,AVI,28.432823,-81.409432,,"55","60",3.9,,,,,,,,10.000000000000000,14.000000000000000,,
"16081",528-003_7EB-LNK,FTE,,America/New_York,SR-528,East,528-003_7-EB-VDS,Unknown,FDOT,Radar,28.427055,-81.417175,,"70","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"16095",528-003_2-EB-LNK,FTE,,America/New_York,SR-528,East,528-003_2-WB-VDS,Unknown,FDOT,Radar,28.422406,-81.422311,,"70","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"16105",528-004_3-EB-LNK,FTE,,America/New_York,SR-528,East,528-004_3-WB-VDS,Unknown,FDOT,Radar,28.432822,-81.409431,,"70","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"16107",528-003_9-EB-LNK,FTE,,America/New_York,SR-528,East,528-003_9-WB-VDS,Unknown,FDOT,Radar,28.429466,-81.415018,,"70","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"3545",528-003_7-WB-LNK,FTE,,America/New_York,SR-528,West,528-003_6-EB-VDS,Unknown,FDOT,Radar,28.426995,-81.41726,,"55","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"3818",528003-2WBTT-link1,FTE,,America/New_York,SR-528,West,528-003_2-WB-TT,Unknown,FDOT,AVI,28.422406,-81.422311,,"55","60",1.4,,,,,,,,10.000000000000000,14.000000000000000,,
"4926",528-004_3-EB-LNK,FTE,,America/New_York,SR-528,West,528-004_3-WB-VDS,Unknown,FDOT,Radar,28.433358,-81.409734,,"55","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"5106",528-003_9-WB-LNK,FTE,,America/New_York,SR-528,West,528-003_8-EB-VDS,Unknown,FDOT,Radar,28.429466,-81.415018,,"55","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"5298",528004-3WBTT-link1,FTE,,America/New_York,SR-528,West,528-004_3-WB-TT,Unknown,FDOT,AVI,28.433196,-81.409961,,"55","60",1.1,,,,,,,,10.000000000000000,14.000000000000000,,
"16080",528-003_7WB-LNK,FTE,,America/New_York,SR-528,West,528-003_7-EB-VDS,Unknown,FDOT,Radar,28.427055,-81.417175,,"70","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"16094",528-003_2-WB-LNK,FTE,,America/New_York,SR-528,West,528-003_2-WB-VDS,Unknown,FDOT,Radar,28.422406,-81.422311,,"70","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"16104",528-004_3-WB-LNK,FTE,,America/New_York,SR-528,West,528-004_3-WB-VDS,Unknown,FDOT,Radar,28.432822,-81.409431,,"65","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"16106",528-003_9-WB-LNK,FTE,,America/New_York,SR-528,West,528-003_9-WB-VDS,Unknown,FDOT,Radar,28.429466,-81.415018,,"70","60",,,,,,,,,10.000000000000000,14.000000000000000,,
"3535",528-002_7-EB-LNK,FTE,,America/New_York,SR-528,East,528-002_7-EB-VDS,Unknown,FDOT,Radar,28.420849,-81.430832,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"3537",528-001_5-EB-LNK,FTE,,America/New_York,SR-528,East,528-001_5-EB-VDS,Unknown,FDOT,Radar,28.420751,-81.449802,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"3539",528-001-1-EB-LNK,FTE,,America/New_York,SR-528,East,528-001_1-EB-VDS,Unknown,FDOT,Radar,28.420581,-81.455344,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"3541",528-001_8-EB-LNK,FTE,,America/New_York,SR-528,East,528-001_9-EB-VDS,Unknown,FDOT,Radar,28.420692,-81.443282,,"65","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"5097",528-002_4-EB-LNK,FTE,,America/New_York,SR-528,East,528-002_6-EB-VDS,Unknown,FDOT,Radar,28.420849,-81.430833,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"5128",528-000-2EMD-LNK,FTE,,America/New_York,SR-528,East,528-000_2-MD-VDS,Unknown,FDOT,Radar,28.420877,-81.470273,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"5136",528-000_7-EB-LNK,FTE,,America/New_York,SR-528,East,528-000_7-WB-VDS,Unknown,FDOT,Radar,28.421211,-81.462861,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"5480",528002-6EBTT-link1,FTE,,America/New_York,SR-528,East,528-002_6-EB-TT,Unknown,FDOT,AVI,28.420855,-81.433017,,"55","60",0.5,,,,,,,,5.000000000000000,10.000000000000000,,
"5481",528002-6EBTT-link3,FTE,,America/New_York,SR-528,East,528-002_6-EB-TT,Unknown,FDOT,AVI,28.420855,-81.433017,,"55","60",5.6,,,,,,,,5.000000000000000,10.000000000000000,,
"5572",528003-1EBTT-LNK,FTE,,America/New_York,SR-528,East,528-003_1-EB-TT,Unknown,FDOT,AVI,28.421433,-81.423598,,"55","60",1.2,,,,,,,,5.000000000000000,10.000000000000000,,
"14390",528-002_6-EB-LNK,FTE,,America/New_York,SR-528,East,528-002_6-EB-VDS,Unknown,FDOT,Radar,28.420849,-81.430833,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"14510",528-000_3-EB-LNK,FTE,,America/New_York,SR-528,East,528-000-2-WB-VDS,Unknown,FDOT,Radar,28.421076,-81.470272,,"65","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"14776",528-002_4-EB-LNK,FTE,,America/New_York,SR-528,East,528-002_4-EB-VDS,Unknown,FDOT,Radar,28.4208,-81.434686,,"65","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"14777",528-002_7-EB-LNK,FTE,,America/New_York,SR-528,East,528-002_7-EB-VDS,Unknown,FDOT,Radar,28.420849,-81.430832,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"14780",528-001_2-EB-LNK,FTE,,America/New_York,SR-528,East,528-001_1-EB-VDS,Unknown,FDOT,Radar,28.420581,-81.455344,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16084",528-001_2-EB-LNK,FTE,,America/New_York,SR-528,East,528-001_2-EB-VDS,Unknown,FDOT,Radar,28.420919,-81.457164,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16086",528-000_3-EB-LNK,FTE,,America/New_York,SR-528,East,528-000_3-MD-E-VDS,Unknown,FDOT,Radar,28.420876,-81.470272,,"60","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16088",528-001_5-EB-LNK,FTE,,America/New_York,SR-528,East,528-001_5-EB-VDS,Unknown,FDOT,Radar,28.420751,-81.449802,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16090",528-000_8-EB-LNK,FTE,,America/New_York,SR-528,East,528-000_8-EB-VDS,Unknown,FDOT,Radar,28.420825,-81.465039,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16092",528-001_8-EB-LNK,FTE,,America/New_York,SR-528,East,528-001_8-WB-VDS,Unknown,FDOT,Radar,28.420881,-81.44454,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16096",528-003_1-EB-LNK,FTE,,America/New_York,SR-528,East,528-003_1-EB-VDS,Unknown,FDOT,Radar,28.421432,-81.423598,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16098",528-002_7-EB-LNK,FTE,,America/New_York,SR-528,East,528-002_7-EB-VDS,Unknown,FDOT,Radar,28.42148,-81.43218,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16100",528-002_4-EB-LNK,FTE,,America/New_York,SR-528,East,528-002_4-EB-W-VDS new,Unknown,FDOT,Radar,28.420799,-81.434685,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16110",528-002_4-EB-LNK,FTE,,America/New_York,SR-528,East,528-002_4-EB-E-VDS new,Unknown,FDOT,Radar,28.420799,-81.434685,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16231",528-002_4-EB-LNK,FTE,,America/New_York,SR-528,East,528-002_4-EB-VDS,Unknown,FDOT,Radar,28.420799,-81.434685,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16232",528-000_3-EB-LNK,FTE,,America/New_York,SR-528,East,528-000_3-MD-E-VDS,Unknown,FDOT,Radar,28.420876,-81.470272,,"60","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16442",528-000_3-MD-E-LNK,FTE,,America/New_York,SR-528,East,528-000_3-MD-E-VDS,Unknown,FDOT,Radar,28.420876,-81.470272,,"60","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"3534",528-001_8-WB-LNK,FTE,,America/New_York,SR-528,West,528-001_9-WB-VDS,Unknown,FDOT,Radar,28.421448,-81.443444,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"3536",528-002_7-WB-LNK,FTE,,America/New_York,SR-528,West,528-002_7-EB-VDS,Unknown,FDOT,Radar,28.420849,-81.430832,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"3538",528001-5WB-LNK,FTE,,America/New_York,SR-528,West,528001-5EBVD,Unknown,FDOT,Radar,28.420751,-81.449802,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"3540",528-001_2-WB-LNK,FTE,,America/New_York,SR-528,West,528-001_1-EB-VDS,Unknown,FDOT,Radar,28.420581,-81.455344,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"3821",528001-8WBTT-link1,FTE,,America/New_York,SR-528,West,528-001_8-WB-TT,Unknown,FDOT,AVI,28.421343,-81.444802,,"55","60",0.9,,,,,,,,5.000000000000000,10.000000000000000,,
"5096",528-002_4-WB-LNK,FTE,,America/New_York,SR-528,West,528-002_4-EB-VDS,Unknown,FDOT,Radar,28.4208,-81.434686,,"65","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"5121",528-000_3-WB-LNK,FTE,,America/New_York,SR-528,West,528-000-2-WB-VDS,Unknown,FDOT,Radar,28.421076,-81.470272,,"65","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"5135",528-000_8-WB-LNK,FTE,,America/New_York,SR-528,West,528-000_7-WB-VDS,Unknown,FDOT,Radar,28.421211,-81.462861,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"5468",528000-9WBTT-link1,FTE,,America/New_York,SR-528,West,528-000_9-WB-TT,Unknown,FDOT,AVI,28.42116,-81.46033,,"55","60",0.4,,,,,,,,5.000000000000000,10.000000000000000,,
"14387",528-002_6-WB-LNK,FTE,,America/New_York,SR-528,West,528-002_6-EB-VDS,Unknown,FDOT,Radar,28.420849,-81.430833,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"14388",528-001_5-WB-LNK,FTE,,America/New_York,SR-528,West,528-001_5-EB-VDS,Unknown,FDOT,Radar,28.420751,-81.449802,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"14778",528-002_7-WB-LNK,FTE,,America/New_York,SR-528,West,528-002_7-EB-VDS,Unknown,FDOT,Radar,28.420849,-81.430832,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"14779",528-001_8-WB-LNK,FTE,,America/New_York,SR-528,West,528-001_9-EB-VDS,Unknown,FDOT,Radar,28.420692,-81.443282,,"65","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16085",528-001_2-WB-LNK,FTE,,America/New_York,SR-528,West,528-001_2-EB-VDS,Unknown,FDOT,Radar,28.420919,-81.457164,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16087",528-000_3-WB-LNK,FTE,,America/New_York,SR-528,West,528-000_3-MD-E-VDS,Unknown,FDOT,Radar,28.420876,-81.470272,,"60","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16089",528-001_5-WB-LNK,FTE,,America/New_York,SR-528,West,528-001_5-EB-VDS,Unknown,FDOT,Radar,28.420751,-81.449802,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16091",528-000_8-WB-LNK,FTE,,America/New_York,SR-528,West,528-000_8-EB-VDS,Unknown,FDOT,Radar,28.420825,-81.465039,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16093",528-001_8-WB-LNK,FTE,,America/New_York,SR-528,West,528-001_8-WB-VDS,Unknown,FDOT,Radar,28.420881,-81.44454,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16097",528-003_1-WB-LNK,FTE,,America/New_York,SR-528,West,528-003_1-EB-VDS,Unknown,FDOT,Radar,28.421432,-81.423598,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16099",528-002_7-WB-LNK,FTE,,America/New_York,SR-528,West,528-002_7-EB-VDS new,Unknown,FDOT,Radar,28.42148,-81.43218,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16101",528-002_4-WB-LNK,FTE,,America/New_York,SR-528,West,528-002_4-EB-W-VDS new,Unknown,FDOT,Radar,28.420799,-81.434685,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16111",528-002_4-WB-LNK,FTE,,America/New_York,SR-528,West,528-002_4-EB-E-VDS new,Unknown,FDOT,Radar,28.420799,-81.434685,,"55","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16230",528-002_4-WB-LNK,FTE,,America/New_York,SR-528,West,528-002_4-EB-VDS,Unknown,FDOT,Radar,28.420799,-81.434685,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16233",528-000_3-WB-LNK,FTE,,America/New_York,SR-528,West,528-000_3-MD-E-VDS,Unknown,FDOT,Radar,28.420876,-81.470272,,"60","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16440",528-000_3-MD-W-LNK,FTE,,America/New_York,SR-528,West,528-000_3-MD-W-VDS,Unknown,FDOT,Radar,28.420878,-81.470274,,"60","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"16444",528-002_7-WB-LNK,FTE,,America/New_York,SR-528,West,528-002_7-EB-VDS,Unknown,FDOT,Radar,28.42148,-81.43218,,"70","60",,,,,,,,,5.000000000000000,10.000000000000000,,
"3816",417003-5NBTT-link1,FTE,,America/New_York,SR-417,North,417-003_5-NB-TT,Unknown,FDOT,AVI,28.341833,-81.516875,,"65","60",2.4,,,,,,,,4.000000000000000,6.000000000000000,,
"4038",417003-5NB-LNK,FTE,,America/New_York,SR-417,North,417-003_5-SB-VDS,Unknown,FDOT,Radar,28.342099,-81.51724,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"5552",417005-7NB-LNK,FTE,,America/New_York,SR-417,North,417-005_7-NB-VDS,Unknown,FDOT,Radar,28.3556,-81.485259,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"5592",417005-2NB-LNK,FTE,,America/New_York,SR-417,North,417-005_2-NB-VDS,Unknown,FDOT,Radar,28.351179,-81.491757,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"5597",417-004-7NB-LNK,FTE,,America/New_York,SR-417,North,417-004_7-NB-VDS,Unknown,FDOT,Radar,28.347788,-81.498582,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"5659",417004-2NB-LNK,FTE,,America/New_York,SR-417,North,417-004_2-SB-VDS,Unknown,FDOT,Radar,28.348224,-81.506402,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14432",417-003-8NB-LNK,FTE,,America/New_York,SR-417,North,417-003_8-NB-VDS,Unknown,FDOT,Radar,28.34603,-81.511809,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14434",417-004-2NB-LNK,FTE,,America/New_York,SR-417,North,417-004_2-SB-VDS,Unknown,FDOT,Radar,28.348224,-81.506402,,"60","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14435",417-003-4NB-LNK,FTE,,America/New_York,SR-417,North,417-003_4-SB-VDS,Unknown,FDOT,Radar,28.342099,-81.51724,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14437",417-005-6NB-LNK,FTE,,America/New_York,SR-417,North,417-005_6-NB-VDS,Unknown,FDOT,Radar,28.3556,-81.485259,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14438",417-005-1MD-N-LNK,FTE,,America/New_York,SR-417,North,417-005_1-MD-NB-VDS,Unknown,FDOT,Radar,28.351179,-81.491757,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"16134",417-005-1MD-N-LNK,FTE,,America/New_York,SR-417,North,417-005_1-MD-NB-VDS,Unknown,FDOT,Radar,28.351179,-81.491757,,"55","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"3516",417003-5SBTT-link1,FTE,,America/New_York,SR-417,South,417-003_5-SB-TT,Unknown,FDOT,AVI,28.342099,-81.51724,,"65","60",1.4,,,,,,,,4.000000000000000,6.000000000000000,,
"4037",417003-5SB-LNK,FTE,,America/New_York,SR-417,South,417-003_5-SB-VDS,Unknown,FDOT,Radar,28.342099,-81.51724,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"5062",417004-2SBTT-link1,FTE,,America/New_York,SR-417,South,417-004_2-SB-TT,Unknown,FDOT,AVI,28.348,-81.507889,,"65","60",0.7,,,,,,,,4.000000000000000,6.000000000000000,,
"5553",417005-7SB-LNK,FTE,,America/New_York,SR-417,South,417-005_7-NB-VDS,Unknown,FDOT,Radar,28.3556,-81.485259,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"5556",417005-2SB-LNK,FTE,,America/New_York,SR-417,South,417-005_2-SB-VDS,Unknown,FDOT,Radar,28.351179,-81.491757,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"5598",417-004-7SB-LNK,FTE,,America/New_York,SR-417,South,417-004_7-NB-VDS,Unknown,FDOT,Radar,28.347788,-81.498582,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"5658",417004-2SB-LNK,FTE,,America/New_York,SR-417,South,417-004_2-SB-VDS,Unknown,FDOT,Radar,28.348224,-81.506402,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14424",417-004-2SB-LNK,FTE,,America/New_York,SR-417,South,417-003_8-NB-VDS,Unknown,FDOT,Radar,28.34603,-81.511809,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14426",417-003-4SB-LNK,FTE,,America/New_York,SR-417,South,417-003_4-SB-VDS,Unknown,FDOT,Radar,28.342099,-81.51724,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14428",417-005-6SB-LNK,FTE,,America/New_York,SR-417,South,417-005_6-NB-VDS,Unknown,FDOT,Radar,28.3556,-81.485259,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14429",417-005-1MD-S-LNK,FTE,,America/New_York,SR-417,South,417-005_1-MD-NB-VDS,Unknown,FDOT,Radar,28.351179,-81.491757,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"14431",417-003-8SB-LNK,FTE,,America/New_York,SR-417,South,417-003_8-NB-VDS,Unknown,FDOT,Radar,28.34603,-81.511809,,"65","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"16133",417-005-1MD-S-LNK,FTE,,America/New_York,SR-417,South,417-005_1-MD-SB-VDS,Unknown,FDOT,Radar,28.351179,-81.491757,,"55","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"16197",417-004-2SB-LNK,FTE,,America/New_York,SR-417,South,417-004_2-SB-VDS,Unknown,FDOT,Radar,28.348224,-81.506402,,"60","60",,,,,,,,,4.000000000000000,6.000000000000000,,
"6916",TMS-417-07.5-NB,OOCEA,,America/New_York,SR-417,North,TMS-417-07.5-NB,Unknown,FDOT,Radar,28.355847,-81.456755,,"65","60",0.5,,,,,,,,4.000000000000000,6.000000000000000,,
"6959",TMS-417-08.2-NB,OOCEA,,America/New_York,SR-417,North,TMS-417-08.2-NB,Unknown,FDOT,Radar,28.358058,-81.447911,,"70","60",0.5,,,,,,,,4.000000000000000,6.000000000000000,,
"7010",TMS-417-07.2-NB,OOCEA,,America/New_York,SR-417,North,TMS-417-07.2-NB,Unknown,FDOT,Radar,28.354697,-81.462191,,"65","60",0.5,,,,,,,,4.000000000000000,6.000000000000000,,
"8287",TMS-417-09.4-NB,OOCEA,,America/New_York,SR-417,North,TMS-417-09.4-NB,Unknown,FDOT,Radar,28.369031,-81.429926,,"65","60",0.5,,,,,,,,4.000000000000000,6.000000000000000,,
"8288",TMS-417-09.4-NB-Rmp,OOCEA,,America/New_York,SR-417,North,TMS-417-09.4-NB,Unknown,FDOT,Radar,28.369031,-81.429926,,"50","60",0.5,,,,,,,,4.000000000000000,6.000000000000000,,
